Timestamp,hour,dayofweek,month,year,dayofyear,Temperature,Humidity,Demand
2020-01-07,23.0,1.0,1.0,2020.0,7.0,3.0,44.70809613,2657.65305
2020-01-08,0.0,2.0,1.0,2020.0,8.0,3.0,47.89159208,2363.060115
2020-01-08,1.0,2.0,1.0,2020.0,8.0,4.433665784,61.20972669,2282.558766
2020-01-08,2.0,2.0,1.0,2020.0,8.0,5.000528804,63.86861831,2193.324174
2020-01-08,3.0,2.0,1.0,2020.0,8.0,4.253476791,44.60320999,2208.724679
2020-01-08,4.0,2.0,1.0,2020.0,8.0,5.966043542,85.92100773,2402.611018
2020-01-08,5.0,2.0,1.0,2020.0,8.0,11.22801303,73.96297734,3372.983284
2020-01-08,6.0,2.0,1.0,2020.0,8.0,7.224729521,71.77339329,3638.748816
2020-01-08,7.0,2.0,1.0,2020.0,8.0,17.71086225,48.82891381,4650.003446
2020-01-08,8.0,2.0,1.0,2020.0,8.0,14.32352388,68.04949843,4580.866193
2020-01-08,9.0,2.0,1.0,2020.0,8.0,22.16470885,48.18761939,4685.795598
2020-01-08,10.0,2.0,1.0,2020.0,8.0,24.25164318,61.88501258,4808.746091
2020-01-08,11.0,2.0,1.0,2020.0,8.0,21.34612521,77.1651013,4451.561916
2020-01-08,12.0,2.0,1.0,2020.0,8.0,18.85259903,66.08422536,4390.01605
2020-01-08,13.0,2.0,1.0,2020.0,8.0,21.46072729,54.02646412,4654.018724
2020-01-08,14.0,2.0,1.0,2020.0,8.0,12.81931027,57.58588279,4461.66156
2020-01-08,15.0,2.0,1.0,2020.0,8.0,12.707981,57.43690508,4444.176447
2020-01-08,16.0,2.0,1.0,2020.0,8.0,14.80339974,46.83439829,4902.958381
2020-01-08,17.0,2.0,1.0,2020.0,8.0,13.05188329,48.09551657,4742.438983
2020-01-08,18.0,2.0,1.0,2020.0,8.0,9.114416124,54.73358475,4986.645985
2020-01-08,19.0,2.0,1.0,2020.0,8.0,3.0,59.20540386,4477.496995
2020-01-08,20.0,2.0,1.0,2020.0,8.0,5.263470102,53.43032719,4240.586886
2020-01-08,21.0,2.0,1.0,2020.0,8.0,6.970718683,37.68875649,4031.527406
2020-01-08,22.0,2.0,1.0,2020.0,8.0,3.0,45.20503177,3185.961038
2020-01-08,23.0,2.0,1.0,2020.0,8.0,3.0,59.72549654,2751.12628
2020-01-09,0.0,3.0,1.0,2020.0,9.0,3.0,74.66864041,2419.645515
2020-01-09,1.0,3.0,1.0,2020.0,9.0,3.288698863,68.1256334,2255.557966
2020-01-09,2.0,3.0,1.0,2020.0,9.0,4.223054028,76.00046281,2234.33843
2020-01-09,3.0,3.0,1.0,2020.0,9.0,3.0,78.04623937,2157.534881
2020-01-09,4.0,3.0,1.0,2020.0,9.0,4.844128479,78.9768685,2443.876012
2020-01-09,5.0,3.0,1.0,2020.0,9.0,3.0,53.61113062,2663.376424
2020-01-09,6.0,3.0,1.0,2020.0,9.0,12.92957741,64.32204414,3892.411342
2020-01-09,7.0,3.0,1.0,2020.0,9.0,13.70875599,80.50407412,4377.013845
2020-01-09,8.0,3.0,1.0,2020.0,9.0,13.79666563,62.20695546,4529.470556
2020-01-09,9.0,3.0,1.0,2020.0,9.0,22.28491353,72.37767134,4803.836487
2020-01-09,10.0,3.0,1.0,2020.0,9.0,21.12374488,59.57421296,4424.647693
2020-01-09,11.0,3.0,1.0,2020.0,9.0,21.92539586,76.3873191,4651.275946
2020-01-09,12.0,3.0,1.0,2020.0,9.0,26.24993766,76.33631839,4958.943115
2020-01-09,13.0,3.0,1.0,2020.0,9.0,19.62698891,51.93288991,4478.097311
2020-01-09,14.0,3.0,1.0,2020.0,9.0,18.88074275,50.76440957,4477.509055
2020-01-09,15.0,3.0,1.0,2020.0,9.0,12.69568186,65.54454939,4636.876506
2020-01-09,16.0,3.0,1.0,2020.0,9.0,11.26646453,47.48287037,4532.622651
2020-01-09,17.0,3.0,1.0,2020.0,9.0,9.898160783,30.63990167,4622.816364
2020-01-09,18.0,3.0,1.0,2020.0,9.0,8.853404228,41.41070068,4866.30935
2020-01-09,19.0,3.0,1.0,2020.0,9.0,8.828826194,38.15645574,4741.420453
2020-01-09,20.0,3.0,1.0,2020.0,9.0,5.548229581,46.8217642,4082.614816
2020-01-09,21.0,3.0,1.0,2020.0,9.0,3.0,49.19470092,3723.005394
2020-01-09,22.0,3.0,1.0,2020.0,9.0,3.0,58.06762711,3205.971134
2020-01-09,23.0,3.0,1.0,2020.0,9.0,3.0,77.46050433,2927.637425
2020-01-10,0.0,4.0,1.0,2020.0,10.0,3.0,42.10757083,2483.26422
2020-01-10,1.0,4.0,1.0,2020.0,10.0,3.0,53.35918163,2168.163766
2020-01-10,2.0,4.0,1.0,2020.0,10.0,3.0,68.66102484,2355.204261
2020-01-10,3.0,4.0,1.0,2020.0,10.0,4.752034216,54.6117724,2130.109936
2020-01-10,4.0,4.0,1.0,2020.0,10.0,3.0,65.12058621,2589.870783
2020-01-10,5.0,4.0,1.0,2020.0,10.0,7.088043333,71.98684325,3103.299381
2020-01-10,6.0,4.0,1.0,2020.0,10.0,8.681509417,64.32932219,3832.905474
2020-01-10,7.0,4.0,1.0,2020.0,10.0,14.35842527,66.28997485,4512.522319
2020-01-10,8.0,4.0,1.0,2020.0,10.0,14.61845986,83.96870705,4720.169795
2020-01-10,9.0,4.0,1.0,2020.0,10.0,15.43061377,68.13122874,4367.651969
2020-01-10,10.0,4.0,1.0,2020.0,10.0,14.95809752,74.48487954,4369.957641
2020-01-10,11.0,4.0,1.0,2020.0,10.0,21.58892523,47.82441064,4319.009476
2020-01-10,12.0,4.0,1.0,2020.0,10.0,19.594612,59.74819626,4543.987625
2020-01-10,13.0,4.0,1.0,2020.0,10.0,22.25939371,59.35093524,4750.545363
2020-01-10,14.0,4.0,1.0,2020.0,10.0,17.64518069,52.39147285,4799.557183
2020-01-10,15.0,4.0,1.0,2020.0,10.0,16.04196411,48.57524003,4623.121285
2020-01-10,16.0,4.0,1.0,2020.0,10.0,14.4519731,52.0263875,4996.464184
2020-01-10,17.0,4.0,1.0,2020.0,10.0,11.26081323,36.26759819,4658.019029
2020-01-10,18.0,4.0,1.0,2020.0,10.0,12.62929247,45.79586594,4945.515515
2020-01-10,19.0,4.0,1.0,2020.0,10.0,12.4926582,66.73924787,4809.312269
2020-01-10,20.0,4.0,1.0,2020.0,10.0,7.067670728,56.97473053,4178.768371
2020-01-10,21.0,4.0,1.0,2020.0,10.0,3.0,46.69117864,3775.662261
2020-01-10,22.0,4.0,1.0,2020.0,10.0,3.339179523,48.66090794,3216.766828
2020-01-10,23.0,4.0,1.0,2020.0,10.0,3.906313969,55.6135515,2832.68156
2020-01-11,0.0,5.0,1.0,2020.0,11.0,3.0,49.24812039,2058.706654
2020-01-11,1.0,5.0,1.0,2020.0,11.0,3.0,73.43351382,2136.947427
2020-01-11,2.0,5.0,1.0,2020.0,11.0,3.0,52.60038822,1911.513689
2020-01-11,3.0,5.0,1.0,2020.0,11.0,3.0,56.82507495,1875.331726
2020-01-11,4.0,5.0,1.0,2020.0,11.0,4.82437023,50.57182575,2087.55765
2020-01-11,5.0,5.0,1.0,2020.0,11.0,5.117510658,56.22017621,2549.845936
2020-01-11,6.0,5.0,1.0,2020.0,11.0,12.16039546,80.34440427,3573.011786
2020-01-11,7.0,5.0,1.0,2020.0,11.0,13.57069366,74.48930414,4141.162935
2020-01-11,8.0,5.0,1.0,2020.0,11.0,16.45904592,56.78120702,4085.598811
2020-01-11,9.0,5.0,1.0,2020.0,11.0,15.60682535,72.8956324,3990.088663
2020-01-11,10.0,5.0,1.0,2020.0,11.0,19.71954256,54.5091281,4097.350917
2020-01-11,11.0,5.0,1.0,2020.0,11.0,14.08179057,56.33216586,3441.051303
2020-01-11,12.0,5.0,1.0,2020.0,11.0,19.38327518,58.99275046,4048.75429
2020-01-11,13.0,5.0,1.0,2020.0,11.0,22.02648198,68.02920931,4308.90879
2020-01-11,14.0,5.0,1.0,2020.0,11.0,19.97316873,48.11427195,4162.591064
2020-01-11,15.0,5.0,1.0,2020.0,11.0,17.0268626,38.02179334,4078.843686
2020-01-11,16.0,5.0,1.0,2020.0,11.0,14.4067133,54.1877696,4344.954153
2020-01-11,17.0,5.0,1.0,2020.0,11.0,11.40577562,38.41087518,4270.599431
2020-01-11,18.0,5.0,1.0,2020.0,11.0,12.05181858,47.15486339,4505.625684
2020-01-11,19.0,5.0,1.0,2020.0,11.0,3.93543892,49.96839191,3934.06668
2020-01-11,20.0,5.0,1.0,2020.0,11.0,5.03874422,60.79624464,3917.090108
2020-01-11,21.0,5.0,1.0,2020.0,11.0,3.0,58.12676679,3362.91237
2020-01-11,22.0,5.0,1.0,2020.0,11.0,3.0,43.11030013,2831.797314
2020-01-11,23.0,5.0,1.0,2020.0,11.0,3.0,64.1343395,2551.532491
2020-01-12,0.0,6.0,1.0,2020.0,12.0,3.0,60.49796057,2216.265388
2020-01-12,1.0,6.0,1.0,2020.0,12.0,3.0,62.79209211,1912.749771
2020-01-12,2.0,6.0,1.0,2020.0,12.0,3.0,61.73033042,2067.85777
2020-01-12,3.0,6.0,1.0,2020.0,12.0,7.656005796,60.78665071,2052.60758
2020-01-12,4.0,6.0,1.0,2020.0,12.0,3.0,69.82819834,2162.007293
2020-01-12,5.0,6.0,1.0,2020.0,12.0,3.885353124,64.84180823,2563.131886
2020-01-12,6.0,6.0,1.0,2020.0,12.0,10.78273002,70.61424484,3361.314579
2020-01-12,7.0,6.0,1.0,2020.0,12.0,10.23906526,65.89266773,3770.391307
2020-01-12,8.0,6.0,1.0,2020.0,12.0,15.34962321,58.57508498,4238.626598
2020-01-12,9.0,6.0,1.0,2020.0,12.0,19.87358618,64.17778146,4293.925167
2020-01-12,10.0,6.0,1.0,2020.0,12.0,16.4772049,58.48433132,3846.958842
2020-01-12,11.0,6.0,1.0,2020.0,12.0,19.38236582,45.88304723,3963.423187
2020-01-12,12.0,6.0,1.0,2020.0,12.0,18.99695973,60.18563081,4038.012234
2020-01-12,13.0,6.0,1.0,2020.0,12.0,16.62199159,33.06934242,3882.917446
2020-01-12,14.0,6.0,1.0,2020.0,12.0,17.698575,72.64949988,4306.397327
2020-01-12,15.0,6.0,1.0,2020.0,12.0,18.88401424,58.79975813,4186.726714
2020-01-12,16.0,6.0,1.0,2020.0,12.0,13.77825777,63.17345549,4424.866741
2020-01-12,17.0,6.0,1.0,2020.0,12.0,7.694417173,61.81965092,4094.177119
2020-01-12,18.0,6.0,1.0,2020.0,12.0,6.983628639,45.84726031,4102.080585
2020-01-12,19.0,6.0,1.0,2020.0,12.0,8.608222097,49.01830935,4155.553655
2020-01-12,20.0,6.0,1.0,2020.0,12.0,5.192448915,59.80449967,3792.9152
2020-01-12,21.0,6.0,1.0,2020.0,12.0,4.504564286,51.20239649,3380.529124
2020-01-12,22.0,6.0,1.0,2020.0,12.0,3.0,30.75517562,2656.529288
2020-01-12,23.0,6.0,1.0,2020.0,12.0,6.321953836,34.00482218,2363.314171
2020-01-13,0.0,0.0,1.0,2020.0,13.0,3.0,47.69785681,2514.054373
2020-01-13,1.0,0.0,1.0,2020.0,13.0,4.839780431,49.36080205,2168.94512
2020-01-13,2.0,0.0,1.0,2020.0,13.0,3.0,46.88606491,2070.096619
2020-01-13,3.0,0.0,1.0,2020.0,13.0,4.132306366,56.52895479,2112.38928
2020-01-13,4.0,0.0,1.0,2020.0,13.0,4.30373149,55.2923256,2372.554142
2020-01-13,5.0,0.0,1.0,2020.0,13.0,8.443254249,57.6905638,2863.298777
2020-01-13,6.0,0.0,1.0,2020.0,13.0,11.25766315,49.79125651,3712.07502
2020-01-13,7.0,0.0,1.0,2020.0,13.0,12.54049534,84.56105503,4420.933853
2020-01-13,8.0,0.0,1.0,2020.0,13.0,10.85115061,44.1497064,4220.786521
2020-01-13,9.0,0.0,1.0,2020.0,13.0,17.04608587,49.39350439,4509.895536
2020-01-13,10.0,0.0,1.0,2020.0,13.0,18.23045572,47.21083971,4492.333597
2020-01-13,11.0,0.0,1.0,2020.0,13.0,25.82349939,43.77184819,4544.118821
2020-01-13,12.0,0.0,1.0,2020.0,13.0,19.45911805,66.04145223,4505.364421
2020-01-13,13.0,0.0,1.0,2020.0,13.0,19.81132592,40.68150231,4432.244269
2020-01-13,14.0,0.0,1.0,2020.0,13.0,23.7700267,57.56340296,4956.912511
2020-01-13,15.0,0.0,1.0,2020.0,13.0,14.70419275,51.31510193,4917.534213
2020-01-13,16.0,0.0,1.0,2020.0,13.0,17.8589065,36.63062669,4984.521636
